 ;comment_text;Rhetoric;Main targeted group;Secondary targeted group;Pejorative framing of communism;Vulgar language
ČT;Philipp Erfurter Babiše po těch všech kauzách může volit už jen morální mrzák nebo člověk bez špetky svědomí a morálky nebo hloupý člověk, co si neumí ověřovat fakta. Je to normální gauner, který křivě přisáhal na zdraví svých dětí a vy mu ještě tleskáte. To chcete zničit život svým dětem/vnukům a ještě se tím chlubíte? Hůř je teď kvůli Babišovi, 8 let v ekonomickém růstu rzohazoval a vy to teď platíte a jste tak hloupá, že tomu ještě tleskáte! Bohužel kvůli lidem jako vy bude ještě hůře....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jarmila Kortišová jen podelejte zivot i detem vasich deti Jarmilko;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Adéla Vágnerová Vidíte a já bych chtěla levný plyn z Ruska Vůbec mě to nevadí Místo 10000 Kč bych chtěla platit 4000 Kč jako dřív;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek nechci se zastávat pana Babiše, ale p.Babiš má české občanství tudíž stejné jako vy.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Monika Bauer Jak ubohé;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jadna paní povídala🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova Vy jste se zbláznili a koukám že celá rodinka.Volit Stbaka fuj styďte se!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Adéla Vágnerová v začátku s covidem byl zmatek po celém světě,jinak za AB bylo uděláno mnoho dobrého,oproti pouhému roku prolhané pětikoalice,která nàs žene do stále většího bankrotu.Plyn byl všude v Evropě z Ruska;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ty vaše výzkumy nejsou nic jiného než pokus ovlivnit volby;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Věrka Mundyova jasne nasoli vam davky;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Imrich Gorol Všechny Romové? Chápu, také neumí česky...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Kostal koukejte na všechny tři...Babiš z nich má největší vědomosti v jinych důležitých věcech a nejvíce zkušenosti v politice jak zde ,tak v zahraničí a hlavně je ekonom...a nehraje si na to, že tomu rozumí jako Nerudová a Pavel..,,.učitelka ,, a ,,voják,, 😉😎;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nízké čelo, bobré tváře, kdopak nám to z hůry káže, jazyk ostrý jako břit,  táhne na Hrad, mládežník....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;ChaméLeonka Eismanová Pašuthová no a vidíš to,je NEVINEN;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Pašuthová je to Anděl, učiněný Anděl 🙏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Volba má je Danuše Nerudova Volím Danuši Nerudovou;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Wizovsky prodá Ti titul.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Wizovsky a Babiš zase celou republiku.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Wizovsky 🤮🤮🤮;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kateřina Válková to jste nějak popletla, republiku rozdává Fiala 😵😵😵;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zdenek Hofman zdenku s tebou bych pivo nepil;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Estébák, guma a podvodnice z fakulty 😞😞výběr jako v Alcatrazu;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Martin Element to uplne irelevantni neni ""vlastenče""";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ten lotr to ještě nakonec vyhraje 😢😢😢;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová Nevyhraje, v druhém kole by byl přeliv hlasů Nerudová ➡️ Pavel nebo naopak.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová NESMÍ !!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová proč lotr? Máš možnost odejít do UA.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová Bohužel, 🙁 ani bych se nedivila, kdybyste mela pravdu, stačí tu číst nektere komentáře.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová já věřím že ne;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jindřiška Šindlerová Co vy to tady jedete Jindřiško, vždyť vy volíte pana Baštu ne s vlaječkou na svém profilu 😃 Pojďme svrhnout vládu a budeme se my chudáčci mít konečně dobře ne 😃;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajováje to dost pravdepodobne, bohuzel pokud ho ta cast spolecnosti, ktera mohla neco zmenit pouze”nenavidi” misto drivejsi sebereflexe… Slysel snad nekdo od predstavitelu ODS alespon náznak pokani za Bendla který prikryl kauzu dotaci??;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová co vám ten lotr udělal?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiri Valcik Vadí mi, jak jde po moci. Má dost majetku, nemá zapotřebí nám tady v ČR dělat bordel. Ale touha po moci a pýcha je velký mamon... A takoví lidi mi vadí a nechcu je za prezidenta. Plus je sedmilhář a nejedná fér. Stačí? 🙂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová  nevyhraje;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová To je hajzl že?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiri Valcik Zadlužil naš stát, že i mé vnoučata na to doplatí. Copak to nevidíš ten bordel jaký tady je?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pavla Haliskova Ano 🙂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pavla Haliskova Pavlinko mám tě rád ale v tomhle s tebou souhlasit nemůžu. Není to jenom jeho vína že jsme zadlužení;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiri Valcik Ale ma hodně v tom prsty. Je to darebák. Co udělal v covidu? Byl úplně mimo.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pavla Haliskova to je pravda ale myslím že už se omluvil a přiznal svoje chyby. Což by takový vlastizrádce Fiala nebo vypatlaná  Pekárova nikdy neudělali;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiri Valcik Jasně. Ale prezidentem aby byl, to ne. Je to ostuda.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová a kdo jinej..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová 👍;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Dlabajová V to doufáme.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Volím p.Babise;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Věřím Druhý možná bude pan Bašta. V tv to vyhrává v debatě na plné čáře.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Borovička prala bych to Bastovi.. za me je to nejmensi zlo;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kazdo pádné vám dávám hlas, vím že to změníte aze pomůžete lidem.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vik Buka do hrobu tak leda. Babiš pomáhá jen sobě. On je Já já já.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikdo nepomohl lidem , celá vláda,já osobně nemám důvěru,Jensen podívejte kolik je bezdomovců skrz vlády.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vik Buka   https://t.me/+iKP9u_23vyowMGNk;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vik Buka a začal to Bureš rozdáváním 😀;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vik Buka dalsi ukazka inteligentniho volice😁;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Toje jedno, celá vláda rozhoduje,co bude a nebude,nevěřím už nikomu;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petra Tejkalová A kdo pomáhá důchodcům? Nebýt jeho, tak by pochcípali hlady.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pavla Všetičková jste hodně naivní.  Důchodci mají důchod od státu né od Babiše. On potřebuje pouze jejich hlasy a né jim pomáhát.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova 🤦🏻‍♀️... já ani moje rodina tedy v žádném případě...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikola Holubováco třeba bašta. alespon by se nemusela v lánech rušit ta LDN 😃;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kari Rudik  Nemusí být člověk ideál, aby mohl poukázat na fakt, že Babiš se vyjadřuje hůře než Tatar. 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Helena Skacelova v cr jich zije dost zavidej sousedum auto, hezkou manzelku nebo manzelka a dovolenou letadlem...tak co cekat;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Imrich Gorol to se máš čím chlubit,Stbák a zločinec na hrad nepatří.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jsem taky Čechoslovak ,ale mluvím Česky a ne Slovensky;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova s takovými lidmi,jako jste VY,to s touto zemí dopadne hodně špatně!!!Ale je třeba,aby jste si tu hubu rozbila!! Možná, že pak procitnete!!!To bude ale už bohužel hodně POZDĚ!!!😡😡😡;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Babiše po těch všech kauzách může volit už jen morální mrzák nebo člověk bez špetky svědomí a morálky nebo hloupý člověk, co si neumí ověřovat fakta. Je to normální gauner, který křivě přisáhal na zdraví svých dětí a vy mu ještě tleskáte. To chcete zničit život svým dětem/vnukům a ještě se tím chlubíte? Hůř je teď kvůli Babišovi, 8 let v ekonomickém růstu rzohazoval a vy to teď platíte a jste tak hloupá, že tomu ještě tleskáte! Bohužel kvůli lidem jako vy bude ještě hůře....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Lucie Trnkova pak nebrec az budes na pracaku;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Philipp Erfurter krysa hledajici mezery v zakone, kratici dane a vykradajici dotace. Navic jako bonus negramot, ktery neda dohromady jednou vetu spravne. Proste zrcadlo jeho volicu.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pavel s americkýma základnama nesmí zvítězit;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Zwikirsch A ta husa z Brna také ne !!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Zwikirsch naopak!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Michal Merhaut zavři zobák;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Marek Keram Těšínský A jakým mluví?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jarmila Kortišová Babiš je ten největší komunista a Stbák.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Adéla Vágnerová Přesně tak 👍;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Imrich Gorol On snad už není panna😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;To je smutne. Velmi smutne.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;V tomto našem státě je možné už úplně všechno....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;vych....nej jak mraky;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ať se to někomu líbí nebo ne, stejně Babiš vyhraje ….;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Michaela Aleid já si to také myslím..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Michaela Aleid ten dělá pro lidi;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Romove vam Fandime;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Helena Skacelova Jj údajného estebáka může porazit jen kovaný komunista z ČSLA studující špionáž pod vedením StB 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova volte si, co chcete, ale netahejte do svých sr.ček ostatní;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Len Em at to flastenci nahazi radeji Bastovo nez Buresovi....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Zwikirsch A ta husa z Brna také ne !!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Marian Maier Hlavně že stál za Štředulou a Nerudovvou;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Bože,ty to vidíš!!!!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Michal Balík 🤣🤣🤣 Vy jste dobrý.  To je top komentář celé diskuze 😁😁😁;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Volte se burese sama;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jaroslav Konárek je z Ruska i nyní, jen poněkud obklikou, ...a XXX dražší;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova ani náhodou!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna bože,vy jste výplod!!!Pan soudce tak rozhodl, protože musel 🤣🤣🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tak uvidíme u voleb kolik lidiček této komedii uvěřilo 😉.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikola Nikola přesně tak. Tam ti dva jsou jedno zlo pro naši zemi.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pavel Lakatoš tak tady už se někdo opravdu zbláznil💩;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Ty jedna vygumovaná stará krávo, ten Rychetský těm stranám natolik pomohl, že kdyby se volilo podle starého modelu, tak měla koalice ještě o dva mandáty víc. To je pomoc, co? A vláda jistě kauzu naplánovala - tak aby ho osvobodili týden před volbama. Jste vážně tak blbá nebo to jenom děláte?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Alex Rotsteinová zkušenosti bezpochyby má, ale je to mikromanazer. Vubec nechápe svojí roli a má základní nedostatky ve všeobecnem přehledu. Navic charakterove je prostě strašnej.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Vyjádření pana zubaře Šmuclera k vládě má asi stejnou hodnotu jako vaše vyjádření tady. Nulovou.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dagmar Brožová cokl s tygrem na profilu tak ty me urcite zajimas. 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova 🤭;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikola Holubová může být. Tak prosím kdo, komu a kolik?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Soňa Miňovská nebylo jich padesat tisic?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikola Holubová Do kytek to půjde bohužel s generálem -komoušem a a zlodejskou babou Ale to si uvědomíte později,tak jako teď vidíte ,co páchá fialová 5 Kolka s;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Davoš Nejtek hlavně že vy jste ideál máte to v té vaší makovici vypatlany je mi vás líto na to není co říct;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Exlerová Někde to píšu?.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zbyněk Jičínský u nas je Don Pablo!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Marek Mára Nerudové to pěkně klesá,budete nemile překvapen, Babiš má víc fanoušků než si myslíte!!!!!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Babiš na hrad;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Orchidej Veselá Buďme rádi. Babiš za covidu utratil dluhovou rezervu, být tam nyní, tak už míříme k bankrotu.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Veronika Fendrychova neobtěžujte. Jste zlá a nenávistná;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek já zase nechci komouše Pavlika co podepíše vše co mu předhodí na stůl! Čest!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Herbert West co bys cekal od motýle 🤦‍♀️🤷‍♀️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jarmila Kortišová takže budete volit STBáka?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Sama spodina bude ve vkade;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dagmar Brožová Číst umíte? Best in covid - díky Andrejovi 😉 Co by vám řekli asi jejich příbuzní... https://www.novinky.cz/clanek/koronavirus-nova-statistika-cesko-ma-nejvic-obeti-koronaviru-na-obyvatele-na-svete-40356693;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek Janko jsem Čechoslovenka mluvím česky a hovorim aj po slovensku a aj po vychodnarsku hutorim 😃;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Bartoš tak to zde asi zveřejňovat nebudu že jo …;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Ted by mela nastoupit agresivni kampan Nerudove a Pavla, ktera by ""vyzdvihla burese a jeho uspechy"" z covid ery. At se ""vlastenci"" vzpamatuji.";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Veronika Fendrychova ti ted vedou agresivni kampaň proti sobe navzajem.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Veronika   https://t.me/+iKP9u_23vyowMGNk;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Adéla Vágnerová to jste vyplodila kvákanec.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Wizovsky prodá Ti titul.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
